id,source,title,url,deadline,description,scraped_at,fit,score,fit_reason,fit_match,call_summary,call_deadline
f4449e75e1c1,EIT InnoEnergy,Senior Advisor Energy Markets,https://innoenergy.com/uploads/2025/03/Senior-Advisor-Energy-Markets.zip,2024-05-15,,2026-06-01T11:34:46.888335+00:00,ERROR,0,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 75120f1c-5d3b-4441-9fbd-05d894033efb, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Reduce the prompt length or the maximum tokens requested, or try again later. View your current limits at https://console.anthropic.com/settings/limits. To raise this limit, purchase credits to advance to the next usage tier at https://console.anthropic.com/settings/billing.""}, 'request_id': 'req_011CbcUYNgcCS2awUrSRPtp3'}",,,
d822a5894d7e,EIT InnoEnergy,Learning Programme Manager,https://innoenergy.com/uploads/2025/03/Learning-Programme-Manager.zip,2024-04-22,,2026-06-01T11:34:46.888465+00:00,NO,1,"This tender is for a Learning Programme Manager role at EIT InnoEnergy, which is an HR/education management position entirely unrelated to DevelopMinded's technology commercialisation and strategic consultancy services.",none,"This is a procurement by EIT InnoEnergy for a Learning Programme Manager, likely involving design, delivery, or management of educational or training programmes within the energy innovation space. The contractor would be expected to manage learning activities, curricula, or programme operations rather than provide technology commercialisation or strategic advisory services.",2024-04-22
79803df6218e,EIT InnoEnergy,Marketing and communication support 2024 – 2026,https://innoenergy.com/uploads/2025/03/Marketing-and-communication-support-2024-–-2026.zip,2024-03-30,,2026-06-01T11:34:46.888597+00:00,NO,2,"This tender is for marketing and communication support services for EIT InnoEnergy, which is outside DevelopMinded's core competencies in technology commercialisation, investment readiness, and strategic advisory for deep tech ventures.",none,"This is a procurement by EIT InnoEnergy seeking a supplier to provide marketing and communication support services for the period 2024–2026. The contractor would be expected to deliver marketing campaigns, communications materials, and related services for EIT InnoEnergy as an organisation.",2024-03-30
1fb0431e5256,EIT InnoEnergy,Travel agency business partner,https://innoenergy.com/uploads/2025/03/Travel-agency-business-partner.zip,2024-03-30,,2026-06-01T11:34:46.888775+00:00,NO,1,"This tender is for a travel agency business partner to manage corporate travel services, which has no relevance to DevelopMinded's technology commercialisation and deep tech consultancy services.",none,"This is a procurement by EIT InnoEnergy seeking a travel agency business partner to handle corporate travel arrangements. The contractor must provide travel booking, management, and related services under a service agreement template.",2024-03-30
e10ab152de19,EIT InnoEnergy,Graphic Design Services 2024-2026,https://innoenergy.com/uploads/2025/03/Graphic-Design-Services-2024-2026.zip,2024-03-18,,2026-06-01T11:34:46.888906+00:00,ERROR,0,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 75120f1c-5d3b-4441-9fbd-05d894033efb, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Reduce the prompt length or the maximum tokens requested, or try again later. View your current limits at https://console.anthropic.com/settings/limits. To raise this limit, purchase credits to advance to the next usage tier at https://console.anthropic.com/settings/billing.""}, 'request_id': 'req_011CbcUZyLEFhmRcCZ9NCbEq'}",,,
3f7a0f5a94b9,EIT InnoEnergy,EBA Manager,https://innoenergy.com/uploads/2025/03/EBA-Manager.zip,2024-03-14,,2026-06-01T11:34:46.889039+00:00,ERROR,0,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 75120f1c-5d3b-4441-9fbd-05d894033efb, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Reduce the prompt length or the maximum tokens requested, or try again later. View your current limits at https://console.anthropic.com/settings/limits. To raise this limit, purchase credits to advance to the next usage tier at https://console.anthropic.com/settings/billing.""}, 'request_id': 'req_011CbcUZWN1BQ3H7hHMsv5bZ'}",,,
076184e72096,EIT InnoEnergy,Ukraine Advisory Board,https://innoenergy.com/uploads/2024/02/Ukraine-Advisory-Board-Call-for-Expression-of-Interest-extended-deadline-20240130.pdf,The deadline for submission of applications is extended until 15th of March.,,2026-06-01T11:34:46.889168+00:00,NO,1,"This is a call for individual industry representatives to join an advisory board, not a procurement for consultancy services that DevelopMinded could bid on.",none,"EIT InnoEnergy is seeking two industry representatives to join an Advisory Board for Ukraine under the EIT Community Strategic Regional Innovations Cluster. The selected individuals would provide market insights, stakeholder facilitation, and strategic guidance to support Ukraine's innovation ecosystem.",The deadline for submission of applications is extended until 15th of March.
82ffeb6b17c0,EIT InnoEnergy,Market Research Services,https://innoenergy.com/uploads/2025/03/Market-Research-Services.zip,2024-03-08,,2026-06-01T11:34:46.889307+00:00,ERROR,0,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 75120f1c-5d3b-4441-9fbd-05d894033efb, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Reduce the prompt length or the maximum tokens requested, or try again later. View your current limits at https://console.anthropic.com/settings/limits. To raise this limit, purchase credits to advance to the next usage tier at https://console.anthropic.com/settings/billing.""}, 'request_id': 'req_011CbcUa2xWXd84GUheenGwp'}",,,
dfa4c4fe619c,EIT InnoEnergy,Technical Content Development,https://innoenergy.com/uploads/2025/03/Technical-Content-Development.zip,2024-02-05,,2026-06-01T11:34:46.889437+00:00,NO,2,"This tender from EIT InnoEnergy is for technical content development (likely authoring/writing services for energy topics), which does not align with DevelopMinded's core services in technology commercialisation, investment readiness, or strategic consulting.",none,"This is a procurement by EIT InnoEnergy seeking a contractor to develop technical content, likely educational or knowledge-based materials related to sustainable energy. The contractor would be expected to produce written or multimedia technical content to specification, rather than provide strategic or commercial consulting services.",2024-02-05
6c4de6d2ff15,EIT InnoEnergy,Legal and Notary Services,https://innoenergy.com/uploads/2025/03/Legal-services-for-ventures.zip,2023-12-20,,2026-06-01T11:34:46.889566+00:00,NO,1,"This tender is for legal and notary services for ventures, which is entirely outside DevelopMinded's service offerings in technology commercialisation, strategy, and investment readiness.",none,This is a Request for Proposal from EIT InnoEnergy seeking legal and notary services for ventures in their portfolio. The contractor would be required to deliver legal advisory and notarial services to startups and scaleups supported by InnoEnergy.,2023-12-20
58c9eca6b62b,EIT Culture & Creativity,CRM Platform,https://eit-culture-creativity.eu/your-opportunities/request-proposals/crm-platform,"May 13, 2026",,2026-06-01T11:34:48.200828+00:00,NO,1,"This tender requires a CRM software platform and vendor integration/implementation services, which is entirely outside DevelopMinded's consultancy service portfolio.",none,"EIT Culture & Creativity is procuring a purpose-built CRM platform to replace its current tool and manage the full lifecycle of external relationships including partnerships, programme participation, and alumni engagement. The contractor must deliver a scalable CRM solution with vendor integration support and ecosystem relationship management capabilities.","May 13, 2026"
69e901efd6a7,EIT Culture & Creativity,"Market Research, Skills Foresight, and Business Development Strategy in the Cultural and Creative Sectors and Industries",https://eit-culture-creativity.eu/your-opportunities/request-proposals/market-research-skills-foresight-and-business-development,"May 5, 2026",,2026-06-01T11:34:48.200916+00:00,MAYBE,5,"The tender requires market research, skills foresight, and business development strategy — services DevelopMinded offers — but focuses on the Cultural and Creative Sectors rather than deep tech, which is outside DevelopMinded's core client base and sector expertise.","Go-to-market strategy and market intelligence (market sizing, segmentation, competitive analysis)",EIT Culture & Creativity seeks a qualified organisation or consortium to conduct future-oriented skills foresight and market analysis of education and training opportunities in the European Cultural and Creative Sectors and Industries (CCSI). The contractor must deliver actionable business development strategies for EIT Culture & Creativity's education portfolio and its Academy platform.,"May 5, 2026"
7607e460f9e0,EIT Climate-KIC,Caribbean Climate Resilience & Blue Economy Ecosystem Study & Roadmap Design,https://www.climate-kic.org/wp-content/uploads/2026/06/RFP-for-Caribbean-Ecosystem-Study-and-Roadmap-in-CR-BE.pdf,,Climate KIC is looking for a supplier to conduct an ecosystem study and co-design initiatives to accelerate climate resilience and blue economy in the Caribbean.,2026-06-08T11:56:06.784788+00:00,MAYBE,4,"The tender involves ecosystem mapping, roadmap design, and market intelligence in cleantech/blue economy, which partially aligns with DevelopMinded's go-to-market and market intelligence services, but the geographic focus (Caribbean) and primary deliverable (regional ecosystem study and co-design) are outside DevelopMinded's core client profile of deep tech spinouts and EIC grantees.","Go-to-market strategy and market intelligence (market sizing, segmentation, competitive analysis)","This EIT Climate-KIC RFP seeks a supplier to conduct a Caribbean climate resilience and blue economy ecosystem study and co-design initiatives to accelerate the regional innovation landscape. The contractor must deliver an ecosystem analysis, stakeholder mapping, and a roadmap for accelerating climate entrepreneurship in the Caribbean over a 9-month engagement with a possible 3-month extension.",21st of June 2026
63140187e009,EIT InnoEnergy,InnoEnergy Estonia Representative for Q3 2026 – 2027,https://innoenergy.com/uploads/2026/06/Estonia-Representative-01062026_1.zip,15.06.2026,,2026-06-08T11:56:31.993164+00:00,MAYBE,4,"This tender seeks a local representative/liaison role in Estonia for EIT InnoEnergy, which partially overlaps with DevelopMinded's partnership strategy and stakeholder outreach capabilities, but is primarily a country representation role rather than a commercialisation or strategic consultancy engagement.",Partnership strategy and stakeholder outreach,"This is a Request for Proposals from EIT InnoEnergy seeking an Estonia Representative for the period Q3 2026–2027, likely to manage local stakeholder relationships, ecosystem engagement, and InnoEnergy's presence in the Estonian market. The contractor would be expected to represent InnoEnergy interests, build local partnerships, and support community or programme activities in Estonia.",15.06.2026
12c211b31951,EIT InnoEnergy,InnoEnergy Ukraine Representative for Q3 2026 – 2027,https://innoenergy.com/uploads/2026/06/Ukraine-Representative-01062026.zip,15.06.2026,,2026-06-08T11:56:31.993345+00:00,NO,2,"This tender is seeking a country representative role for EIT InnoEnergy in Ukraine, which is a staffing/representation function unrelated to DevelopMinded's technology commercialisation and strategic consultancy services.",none,"This call is for an InnoEnergy Ukraine Representative covering Q3 2026–2027, likely involving stakeholder engagement and on-the-ground representation for EIT InnoEnergy's activities in Ukraine. The contractor would be expected to act as a local representative, managing relationships and possibly programme activities within Ukraine on behalf of EIT InnoEnergy.",15.06.2026
fcf84c2487ac,EIT Culture & Creativity,DPO and Privacy Support Services,https://eit-culture-creativity.eu/your-opportunities/request-proposals/dpo-and-privacy-support-services,"June 26, 2026",,2026-06-08T11:56:33.206905+00:00,NO,1,"This tender requires Data Protection Officer and privacy compliance services, which are entirely outside DevelopMinded's core competencies in technology commercialisation and deep tech venture support.",none,"EIT Culture & Creativity is seeking a single external provider to deliver integrated DPO services and privacy governance support. The contractor must ensure GDPR compliance, act as Data Protection Officer, and provide ongoing privacy advisory and operational support.","June 26, 2026"
525b8d4154e4,EIT Digital (28DIGITAL),Request for Quotation - Master School 2026 - Kick-Off: Travel management,https://28digital.eu/our-messages/calls-tenders/request-for-quotation-master-school-2026-kick-off-travel-management/,,,2026-06-15T13:11:58.610573+00:00,NO,1,"This tender is for travel management logistics services for an EIT Digital Master School event, which has no overlap with DevelopMinded's technology commercialisation and strategic consultancy services.",none,"This RFQ is issued by EIT Digital (28DIGITAL IVZW) seeking a vendor to manage travel arrangements for the 2026 EIT Digital Master School Kick-Off event in Tallinn, Estonia. The contractor must provide travel logistics and management services for event participants.","26 June 2026, 17:00 (CEST)"
e159b6b0ae85,EIT Urban Mobility,Events Agency 26 28,https://www.eiturbanmobility.eu/request-for-proposal/events-agency-26-28/,15 July  2026,,2026-06-15T13:12:26.817239+00:00,NO,1,"This tender requires a Barcelona-based events agency providing physical event management, logistics, and supplier coordination, which is entirely outside DevelopMinded's technology commercialisation and strategic consultancy services.",none,"EIT Urban Mobility is seeking a Barcelona-based events agency to plan, organise, and deliver a range of events for its network between 2026 and 2028. The contractor must provide professional event management services including supplier coordination, budget management, onsite support, and creative event solutions in both English and Spanish.",15 July  2026
22306f5ccdb9,EIT Urban Mobility,Implementation Of Analytical Controlling In Netsuite 26,https://www.eiturbanmobility.eu/request-for-proposal/implementation-of-analytical-controlling-in-netsuite-26/,1 July 2026,,2026-06-15T13:12:27.802285+00:00,NO,1,"This tender requires NetSuite ERP implementation and financial software consultancy, which is entirely outside DevelopMinded's technology commercialisation and deep tech advisory services.",none,"EIT Urban Mobility is seeking a consultant to implement an analytical controlling framework within their NetSuite ERP system to enable structured financial reporting across Grant Agreements, Work Packages, and Business Units. The contractor must deliver a configured NetSuite solution supporting internal financial management and reporting.",1 July 2026
b2a9eda5fb5d,EIT RawMaterials,"Invitation to Tender: Outreach Services, and Communications & Marketing Services, for the Further…",https://www.eitrawmaterials.eu/articles/invitation-tender-outreach-services-and-communications-marketing-services-further,09.07.2026,,2026-06-15T13:12:44.509901+00:00,NO,1,"This tender is for school outreach/STEM education services and communications/marketing for a gender gap initiative, which is entirely unrelated to DevelopMinded's technology commercialisation and deep tech venture support services.",none,"This EIT RawMaterials tender seeks contractors to implement the Girls Go STEM project across Europe, targeting girls aged 14-19 to encourage STEM careers. Contractors must deliver either secondary school outreach and teacher support for classroom-based STEM learning programmes (Lot 1) or strategic communications, digital marketing, social media management, and event support to build brand awareness (Lot 2).",09.07.2026
62b1ace3afb1,EIT RawMaterials,HRIS Integration and Implementation,https://www.eitrawmaterials.eu/articles/hris-integration-and-implementation,18 June 2026,,2026-06-15T13:12:44.759688+00:00,NO,1,"This tender is for an HR Information System software implementation and integration, which is entirely outside DevelopMinded's technology commercialisation and deep tech advisory services.",none,"EIT RawMaterials is seeking a vendor to implement a unified, GDPR-compliant HRIS platform consolidating fragmented HR tools for approximately 150 global employees. The contractor must deliver a comprehensive HR software solution covering core HR, onboarding/offboarding, performance management, time tracking, analytics, and GDPR compliance.",18 June 2026
0ff3027eae9d,EIT InnoEnergy,AV services for The Business Booster 2026,https://innoenergy.com/uploads/2026/06/AV-Services-TBB2026-FV2.zip,11.07.2026,,2026-06-15T13:12:49.175987+00:00,NO,1,"This tender is for audiovisual event production services for EIT InnoEnergy's Business Booster 2026 conference, which is entirely unrelated to DevelopMinded's technology commercialisation and strategic consultancy services.",none,"This call is a procurement for AV (audiovisual) technical services to support EIT InnoEnergy's The Business Booster 2026 event, likely covering stage setup, sound, lighting, and display equipment. The contractor must concretely deliver physical AV equipment installation, operation, and technical support for a large-scale innovation event.",11.07.2026
9381294312ff,EIT Climate-KIC,NZC CESF Procurement RFP - Czechia,https://www.climate-kic.org/../../wp-content/uploads/2026/01/RFP_2026_SGA2_Task-1.6-Czechia_Final-1.pdf,,"Climate KIC is looking for an expert support to facilitate the Community of Practice of
cities in the Czech Republic.",2026-06-22T12:48:41.820782+00:00,NO,2,"This tender seeks a facilitator for a Community of Practice for cities in Czechia focused on climate/net-zero, which does not align with DevelopMinded's core services in technology commercialisation, investment readiness, or deep tech go-to-market strategy.",none,"This call from EIT Climate-KIC relates to the Net Zero Cities (NZC) Community of Practice in the Czech Republic, likely supporting urban climate transition initiatives. The contractor would be expected to facilitate collaboration and knowledge-sharing among Czech cities working toward net-zero goals.",
1e2629901d93,EIT Climate-KIC,Expert in inclusive climate innovation (long-term),https://www.climate-kic.org/../../download/73831/?tmstv=1768388726,,"Climate KIC is requesting an expert in inclusive climate entrepreneurship to support DEI (Diversity, Equity & Inclusion) capacity building with climate ventures, Entrepreneurship Support Organisations",2026-06-22T12:48:41.820968+00:00,NO,2,"This tender seeks a DEI/inclusive entrepreneurship expert for capacity building, which is outside DevelopMinded's core competencies in technology commercialisation, investment readiness, and deep tech go-to-market strategy.",none,"EIT Climate-KIC is seeking a long-term expert specialised in inclusive climate entrepreneurship to support DEI capacity building with climate ventures and Entrepreneurship Support Organisations. The contractor must deliver DEI-focused advisory and capacity building services, not technology commercialisation or market strategy work.",
8661875580f4,EIT Climate-KIC,NZC CESF Procurement RFP - Liepaja,https://www.climate-kic.org/../../wp-content/uploads/2025/11/SGA-MCCC-019-Liepaja-RfP_Final.pdf,,"The NetZeroCities team within Climate KIC is looking for an expert to run a pre-feasibility study for the energy community project of the City of Liepaja. 
*Please note that a list of questions and an",2026-06-22T12:48:41.821108+00:00,MAYBE,4,"The pre-feasibility study for an energy community project touches on market and regulatory analysis relevant to DevelopMinded's capabilities, but it is primarily an urban energy planning/technical consultancy role rather than technology commercialisation or deep tech venture support.",Regulatory pathway analysis for market entry,"This tender from EIT Climate-KIC's NetZeroCities programme seeks an expert to conduct a pre-feasibility study for an energy community project in the City of Liepaja, Latvia. The contractor would likely need to deliver a structured analysis covering technical, regulatory, financial, and stakeholder dimensions of establishing a local energy community.",
0544e74e4da4,EIT Climate-KIC,Advisory services for climate impact assessment,https://www.climate-kic.org/../../wp-content/uploads/2026/01/SGA-MCCC-019-Liepaja-RfP_FINAL_update-22.12.pdf,,Climate KIC is requesting quotation for a climate advisor that will work on mentoring and validating the climate impact self- assessment of startups with a focus on mitigation potential following a st,2026-06-22T12:48:41.821249+00:00,NO,2,"This tender is for climate impact assessment advisory and mentoring of startups on mitigation potential for a cities programme (NetZeroCities), which is focused on urban climate consulting rather than technology commercialisation, investment readiness, or deep tech go-to-market support.",none,"This RFP from EIT Climate-KIC is part of the NetZeroCities programme seeking a climate advisor to mentor and validate climate impact self-assessments of startups, with a focus on mitigation potential for city-level decarbonisation efforts. The contractor must provide expert climate advisory services supporting cities and startups in assessing and validating their climate impact contributions within a structured urban sustainability framework.",13 January 2026
16ceb4902520,EIT Climate-KIC,NZC CESF Procurement RFP - City Finance Specialist,https://www.climate-kic.org/../../wp-content/uploads/2025/12/NZC-CESF-Procurement-for-CFSS_DEC.-25_FINALQAs-10.12.pdf,,"Climate KIC is looking for a finance expert to support cities in the NetZeroCities programme, through the NZC City Expert Support Facility. *Please note that the deadline for submitting bids has chang",2026-06-22T12:48:41.821395+00:00,NO,2,"This tender seeks a city finance specialist to support municipalities in net-zero urban finance within the NetZeroCities programme, which is unrelated to DevelopMinded's focus on deep tech commercialisation, startup investment readiness, or Horizon Europe grantee support.",none,"This RFP from EIT Climate-KIC is for a City Finance Specialist to support cities participating in the NetZeroCities programme, specifically through the City Expert Support Facility (CESF). The contractor must deliver financial advisory services to help cities develop and implement Climate City Contracts and related urban decarbonisation finance strategies.",End of January 2026
9c956be173d8,EIT Climate-KIC,City Expert Support Facility (CESF) for NetZeroCities programme,https://www.climate-kic.org/../../wp-content/uploads/2025/09/CESF-Procurement-SGA2-1.6_IRELAND_.pdf,,"Climate KIC is seeking expert support to the Community of Practice of 
cities in Ireland.",2026-06-22T12:48:41.821544+00:00,MAYBE,4,"While DevelopMinded has relevant EU programme and stakeholder engagement expertise, this tender focuses on city-level net zero community of practice support rather than deep tech commercialisation or research spinout services.",Partnership strategy and stakeholder outreach,"This tender from EIT Climate-KIC seeks expert support for a Community of Practice of cities in Ireland under the NetZeroCities programme, likely involving facilitation, knowledge exchange, and capacity building for urban net zero transitions. The contractor would be expected to deliver expert advisory, coordination, and possibly strategic support services to Irish cities participating in the programme.",
f5e2c6bc6211,EIT Climate-KIC,RFP - Research and Analysis of Demand Side and Engagement for Climate Entrepreneurship Support,https://www.climate-kic.org/../../wp-content/uploads/2025/09/RFP-ESO-Circle-Demand-Analysis.pdf,,"Climate KIC is looking for expert services to conduct a comprehensive research and analysis of at least 30 Entrepreneurial Support Organizations (ESOs) previously supported by ESV Cluster, generating",2026-06-22T12:48:41.821684+00:00,MAYBE,5,"The tender focuses on research and analysis of entrepreneurial support organisations in the climate sector, which partially aligns with DevelopMinded's market intelligence and innovation programme evaluation capabilities, but is more focused on ecosystem/demand-side research than direct deep tech commercialisation support.","Evaluation and assessment of investor readiness, innovation programmes, and startup competitions","EIT Climate-KIC is seeking expert services to conduct comprehensive research and analysis of at least 30 Entrepreneurial Support Organisations (ESOs) previously supported by its ESV Cluster, likely to understand demand-side needs and engagement patterns for climate entrepreneurship support. The contractor must deliver a structured research study, likely including surveys, interviews, and analytical outputs covering the needs, gaps, and engagement dynamics of these ESOs within the climate innovation ecosystem.",
92dd56408191,EIT Climate-KIC,RFP - Market & Supply-Side Analysis for Climate Entrepreneurship Support,https://www.climate-kic.org/../../wp-content/uploads/2025/09/RFP-ESO-Circle-Supply-Analysis.pdf,,"Climate KIC is looking for expert services to conduct a
comprehensive market and supply-side analysis to map
competitors, identify trends, and generate actionable
recommendations that will strengthen",2026-06-22T12:48:41.821842+00:00,YES,8,"This tender directly requires market and supply-side analysis, competitor mapping, and trend identification for climate entrepreneurship support — core services DevelopMinded offers including market intelligence, competitive analysis, and market sizing for deep tech/cleantech ventures.","Go-to-market strategy and market intelligence (market sizing, segmentation, competitive analysis)","EIT Climate-KIC seeks expert services to conduct a comprehensive market and supply-side analysis mapping competitors, identifying trends, and generating actionable recommendations to strengthen their climate entrepreneurship support offering. The contractor must deliver a structured analysis covering the competitive landscape, market dynamics, and strategic recommendations relevant to climate-focused innovation and entrepreneurship ecosystems.",
078518658a6a,EIT Climate-KIC,Request for Proposals: Climate KIC Travel Management Company Search,https://www.climate-kic.org/../../wp-content/uploads/2025/07/RFP-Climate-KIC-Travel-Management-Company-Search.pdf,4 August 2025,"Climate KIC is looking for a travel management company to manage all flights, accommodation and rail for the organisation. Deadline: 4 August 2025.",2026-06-22T12:48:41.821925+00:00,NO,1,"This tender is for a travel management company to handle flights, accommodation, and rail bookings, which is entirely unrelated to DevelopMinded's technology commercialisation and deep tech advisory services.",none,"EIT Climate-KIC is seeking a travel management company to handle all corporate travel arrangements including flights, accommodation, and rail. The contractor must provide end-to-end travel booking and management services for the organisation.",4 August 2025
d65846020b1d,EIT Climate-KIC,NZC CESF Procurement RFP - City Finance Specialised Services,https://www.climate-kic.org/../../wp-content/uploads/2025/07/3.1-NZC-CESF-Procurement-for-CFSS-Rev03-1.pdf,,,2026-06-22T12:48:41.822038+00:00,MAYBE,3,"The tender appears to relate to city finance specialised services under EIT Climate-KIC's Net Zero Cities programme, which is adjacent to DevelopMinded's EU ecosystem work but focuses on municipal finance rather than technology commercialisation or deep tech venture support.",EU tender bid preparation,"This tender is issued by EIT Climate-KIC under the Net Zero Cities (NZC) / City Energy and Systems Finance (CESF) programme, likely seeking specialised financial advisory or city finance services. The exact deliverables cannot be confirmed as the source document returned a 404 error, but the scope likely involves financial structuring or investment facilitation for urban decarbonisation projects.",
6b529a5a5900,EIT Climate-KIC,RFQ - Learning Methodology,https://www.climate-kic.org/../../wp-content/uploads/2025/07/RFQ_Learning_Coach.pdf,,"Methodology development and facilitation of peer-to-peer learning
sessions for Entrepreneurship Support Organisations.",2026-06-22T12:48:41.822161+00:00,MAYBE,4,"While DevelopMinded supports innovation programmes and startups, this tender focuses on learning methodology design and facilitation for Entrepreneurship Support Organisations, which is adjacent but not a core service offering.","Evaluation and assessment of investor readiness, innovation programmes, and startup competitions",This EIT Climate-KIC call seeks a contractor to develop a learning methodology and facilitate peer-to-peer learning sessions for Entrepreneurship Support Organisations (ESOs). The contractor must concretely deliver a structured methodology framework and run facilitated sessions enabling ESOs to share knowledge and best practices.,
ff0f7b5f9f63,EIT Food,The Request for Proposals for a qualified supplier to act as the EIT Community Officer (ECO) for the EIT Community Hub in Moldova,https://www.eitfood.eu/open-calls/the-request-for-proposals-for-a-qualified-supplier-to-act-as-the-eit-community-officer-eco-for-the-eit-community-hub-in-moldova,"Deadline: June 25, 2026",,2026-06-22T12:48:47.338669+00:00,NO,2,"This tender requires a legally registered entity physically present in Moldova to act as an on-the-ground operational community officer, which is a local coordination/representation role incompatible with DevelopMinded's remote consultancy services in technology commercialisation.",none,"This RfP seeks a Moldova-based legal entity to serve as the EIT Community Officer for the EIT Community Hub in Moldova from July 2026 to December 2027, acting as the central coordination point for all EIT KIC activities in the country. The contractor must implement joint innovation activities, engage local stakeholders, foster synergies between EIT KICs, and serve as a one-stop shop for EIT Community outreach in Moldova.","Deadline: June 25, 2026"
6e3df4dcab36,EIT Food,Employee Days 2027 | Venue & Accommodation,https://www.eitfood.eu/open-calls/employee-days-2027-venue-accommodation,"Employee Days 2027 | Venue & Accommodation Deadline: July 03, 2026",,2026-06-22T12:48:47.338943+00:00,NO,1,"This tender is a venue and accommodation procurement for a staff event, requiring hospitality facilities rather than any consulting or technology commercialisation services.",none,"EIT Food is seeking a venue/hotel to host its 2027 Employee Days annual staff event, which includes a plenary meeting, teambuilding activities, networking, and team meetings. The contractor must provide physical facilities (conference rooms, accommodation, catering) that enable collaboration, networking, and connection to nature.","Employee Days 2027 | Venue & Accommodation Deadline: July 03, 2026"
746dc519a70f,EIT Food,The Request for Proposals for a qualified supplier to act as the EIT Community Officer (ECO) for the EIT Community Hub in Lithuania,https://www.eitfood.eu/open-calls/the-request-for-proposals-for-a-qualified-supplier-to-act-as-the-eit-community-officer-eco-for-the-eit-community-hub-in-lithuania,"Deadline: July 06, 2026",,2026-06-22T12:48:47.339212+00:00,MAYBE,4,"DevelopMinded has relevant EIT/innovation ecosystem expertise and stakeholder engagement capabilities, but the role requires a legally registered entity physically based in Lithuania, which is a hard eligibility barrier unless DevelopMinded has a Lithuanian presence.",Partnership strategy and stakeholder outreach,"This tender seeks a qualified supplier physically based in Lithuania to serve as the EIT Community Officer (ECO) for the EIT Community Hub in Lithuania from July 2026 to December 2027. The contractor must act as a central coordination and operational point for all EIT KIC activities in Lithuania, engaging local stakeholders, implementing joint innovation activities, and maximising EIT Community visibility at national and regional levels.","Deadline: July 06, 2026"
c4dc8130dcdd,EIT Food,Call for Expression of Interest for  Experts for EIT Food Accelerator Network Programme (FAN) - Warsaw Hub,https://www.eitfood.eu/open-calls/call-for-expression-of-interest-for-experts-for-eit-food-accelerator-network-programme-fan-warsaw-hub,"Deadline: July 06, 2026",,2026-06-22T12:48:47.339487+00:00,YES,8,"DevelopMinded's core services in investment readiness, technology commercialisation, go-to-market strategy, and startup support align directly with the agrifood technology validation, commercial readiness, and investment readiness expert profiles sought for the EIT Food FAN Warsaw Hub accelerator programme.",Investment readiness and fundraising support,"EIT Food is seeking organisations or individual experts to join a pool of experts (database) supporting the FAN Warsaw Hub acceleration programme, focused on future resilient agriculture topics. Contractors must provide agrifood technology validation, commercial readiness, investment readiness expertise, and business coaching to startups and SMEs, with at least 5 years domain experience and 2 years supporting early-stage ventures.","Deadline: July 06, 2026"
1ba6a509739c,EIT Food,Request for Proposals for Senior Communications Support Services for EIT Community Initiatives led by EIT Food,https://www.eitfood.eu/open-calls/request-for-proposals-for-senior-communications-support-services-for-eit-community-initiatives-led-by-eit-food,"Deadline: July 10, 2026",,2026-06-22T12:48:47.339823+00:00,NO,2,"This tender seeks senior communications and dissemination services for EIT Food initiatives, which does not align with DevelopMinded's core expertise in technology commercialisation, investment readiness, or go-to-market strategy for deep tech ventures.",none,"EIT Food is procuring senior communications support services to strengthen communication, dissemination, stakeholder engagement, and visibility across its EIT Community initiatives and business plan activities. The contractor must deliver strategic communications, stakeholder outreach, and visibility campaigns across multiple European regions.","Deadline: July 10, 2026"
ddde12d01fee,EIT Urban Mobility,Office Rental Barcelona27 28,https://www.eiturbanmobility.eu/request-for-proposal/office-rental-barcelona27-28/,27 July 2026,,2026-06-22T12:48:49.084671+00:00,NO,1,"This tender is for physical office space rental in Barcelona, which is entirely unrelated to DevelopMinded's consultancy services in technology commercialisation, market strategy, or innovation support.",none,EIT Urban Mobility is seeking a supplier to provide rental premises/office space in Barcelona for its operations in 2027-2028. The contractor must offer physical office facilities meeting EIT UM's requirements as specified in the Request for Proposal.,27 July 2026
